,sentimento,txt
771,positivo,"Pra quem já acompanha o trabalho dela no youtube, eu diria que é um ótimo compilado das boas dicas delas contadas em situações vividas e experimentadas pela autora. Logo no primeiro capitulo eu imaginei que seria mais um daqueles livros chatos de auto ajuda, mas não. Me surpreendeu a forma como a Nath deu um toque narrativo, empolgante, ate cômico, para ajudar as pessoas a entenderem como melhorar a sua vida financeira. 
"
772,positivo,"Eu já acompanhava a Nath no canal dela. Comprei o livro por curiosidade, sem ter muitas expectativas... Me surpreendi bastante. É claro que o livro não é para um especialista em investimento (principalmente porque não é esse o foco do livro). O foco principal é: Pillar e sair das dívidas. Muito bom. 
"
773,positivo,"Já conheço o canal ""Me Poupe! no Youtube e o site a uns dois anos, e os conhecimentos passados pela Nath fizeram grandes mudanças em minha vida. Quando ela lançou o livro, fiz questão de comprar. O livro muito bem feito, com linguagem simples, dinâmica e muitas vezes didática. Também possui espaços no livro para preencher com suas próprias observações, o que achei fantástico. Todas as ideias que tem no livro eu implementei e deram muito certo. Recomendo a todos que querem revolucionar a vida financeira de uma vez por todas. 
"
774,positivo,"Já acompanho o canal da Nathalia no Youtube há um bom tempo e esse livro veio complementar o trabalho maravilhoso que ela faz ao esclarecer para o público leigo em economia, como sair das dívidas, investir melhor e vislumbrar um futuro mais tranquilo, financeiramente falando. Vale cada centavo! Nota 10!!
"
775,positivo,"Gostaria de agradecer a autora por nos disponibilizar um conteúdo tão enriquecedor numa linguagem simples. Tenho certeza que depois de colocar em prática todas as dicas contidas neste livro minha vida não será mais a mesma. E para quem está na dúvida de comprar este livro, pode comprar sem medo de ser feliz, você não vai se arrepender. =) 
"
776,positivo,"Esse foi o primeiro livro que li este ano. E concerteza será o livro que mudará minha vida.  A Nathalia Arcuri consegue  dar um tapa na cara bem dado para vc acordar para realidade. Antes de acabar o livro eu já tinha traçado dois planos para pagar minha dívida, tirei todos cartões da minha carteira e me livrei de 2 cartões de crédito. Carimbei alguns dinheiros e estou me sentido pronta para investir. Super recomendo. 
"
777,positivo,"Sigo a Nathalia Arcuri no youtube há tempos e sempre gostei muito da forma como ela apresenta os temas econômicos, fazendo coisas difíceis tornarem-se fáceis. O mesmo ocorre em seu livro de estreia. Devorei o livro e recomendo a todos. Já comecei a colocar os ensinamentos em prática. 
"
778,positivo,"Eu adorei o livro! A história da Nathália é super legal, as vezes nos importamos muito com a opinião alheia e ela dá dicas de apertar o botão. Ela da um conceito básico de finanças e de quebra é bem humorada. Eu ri várias vezes lendo. E depiis da leitura mudei muito meus hábitos com os gastos e voltei a aplicar! Obrigada Nathi pelo trabalho de desfuder os brasileiros. 
"
779,positivo,"Nathalia Arcuri e o canal me poupe! tem mudado minha vida desde Dezembro do ano passado (2017). O livro reune todas as informações contidas em seus vídeos. É didático, prático, simples, objetivo e principalmente, ENRIQUECEDOR. 
"
780,positivo,"Este livro serve para limpar sua mente das asneiras economicas que lhe sao ensinadas. serve tambem para lhe mostrar que investir eh possivel, lhe motivar e lhe dar o conhecimento basico, no linguajar especial da nath, do mercado financeiro. otima escolha sempre. 
"
781,positivo,"Me Poupe traz uma linguagem dinâmica e bem acessível para nos fazer compreender temas relacionados a finanças de modo bem descontraído e divertido. Já acompanho o canal no YouTube e achei bem sintetizado os temas, alcançando seu pleno objetivo: desf* a nação rs... #unf*thenation ;) 
"
782,positivo,"A Nathalia é muito profissional, tudo o que ela faz tem muita qualidade! Já seguia o canal de YouTube, mas o livro deixou tudo muito mais claro. Já tracei minhas metas e já vejo meu planejamento financeiro de maneira muito mais clara, e harmonizada com meu planejamento de vida! Recomendo a leitura!!!
"
783,positivo,"Livro escrito de forma  desconstraída, apresenta conteúdos interessantes e traz exercícios que permitem que o leitor comece a pensar de outra forma em sua vida financeira. Recomendo para aqueles que estão em busca de um primeiro passo para organizar sua vida financeira de forma descomplicada. 
"
784,positivo,"Esse livro é muito importante para quem deseja aprender a controlar seus gastos e poupar para o futura, esse livro ainda carrega consigo uma carga de coach para você entender o do porque você ainda não poupa ou poupa menos do que deveria. 
"
785,positivo,"Excelente o conteúdo. A autora aborda com clareza, objetividade e conhecimento de causa varios aspectos que levam milhares de pessoas a se distanciarem de uma vida saudável e sustentável. Por outro lado aponta soluções factíveis para redirecionamento de atitudes no sentido de adequar suas finanças  e suas vidas como um todo. 
"
786,positivo,"Sigo a Nathalia no YouTube e redes sociais, acho que o jeito como ela lida com finanças é simples e didático, no livro trata da mesma forma e nos abre os olhos para situações importantes a serem levadas em consideração, me ajudou muito! Enfim, creio que aqueles que não estão felizes com sua vida financeira atual devem ler e seguir os passos, realmente é uma leitura muito boa!!! 
"
787,positivo,"Top. Me fez mudar de mindset. Obrigado Nath, suas dicas são fundamentais para melhorarmos nossa vida financeira, garantirmos estabilidade e termos possibilidades de realizarmos nossos sonhos. 
"
788,positivo,"Livro que vai direto ao assunto  com uma linguagem muito simples e até divertida. Sao passos relativamente óbvios,  mas que muitas pessoas ( eu inclusive) não conseguem aplica-los ou entender seus efeitos a longo prazo. Esse livro vai dar um pontapé inicial pra que , com esforço e disciplina, seja possível melhorar a vida financeira. Vale muito a pena a leitura. 
"
789,positivo,"O que mais gostei do livro da Nathália foi o fato de você participar da leitura. Ela deixa no livro diversas tabelas e perguntas para você preencher com seus dados e informações financeiras para avaliar suas próprias mudanças após algum tempo. Além de uma linguagem extremamente extrovertida (quem acompanha o canal dela consegue ouvir ela falando enquanto lê). Super recomendo! 
"
790,positivo,"Melhor livro sobre finanças pessoais que já li, descomplicado, com linguagem simples, e de uma forma bem humorada a autora dá dicas super importantes, que aliás já comecei a colocar e prática e começo a ver resultados. Recomendo esta leitura e estas mudanças de hábitos descritas no livro.
"
791,positivo,"Boa Noite ! Tomei conhecimento deste livro, por conta de um conselho que recebi no trabalho, resolvi comprar e está sendo uma experiência incrível. Leiam e vejam se não tem o hábito da reclamação por exemplo? Todas as lições ali são aplicáveis e funcionam e quebram muitos dos seus paradigmas. Leia mais de uma vez e aplique as técnicas e veja o que mudou em você e na sua vida. Eu pararei de reclamar ! 
"
792,positivo,"Esse livro possui um título que me fez pensar várias vezes ""preciso mesmo ler um livro que me mostra o óbvio, como fazer amigos?"". Por isso evitei muito comprar esse livro apesar de muitas recomendações. Mas ao ler fiquei supreso porque de fato é muito bom. O livro é recheado de exemplos práticos, e vai muito além de simplesmente falar sobre como fazer amigos. Está mais para um livro que mostra como se relacionar e como influenciar pessoas. Valeu o investimento. 
"
793,positivo,"Este foi meu primeiro livro de desenvolvimento pessoal, sem dúvida o melhor. Como fazer amigos e influenciar pessoas teve sua primeira publicação em 1937 e cita diversos exemplos que nos refletem os dias de hoje com perfeição. O livro mudou meu mindset de como tratar e me relacionar com pessoas em todos os âmbitos da minha vida, na minha opinião deveria ser uma leitura obrigatória para todas as pessoas pois nos demonstra como nossas vidas são afetadas a partir de simples hábitos e atitudes. Leia este livro, aplique seus ensinamentos, e o mundo será um lugar melhor! 
"
794,positivo,"Livro muito interessante. O único ponto que deixou a desejar foi que no formato eletrônico para ler no Kindle, as vezes as páginas saltavam de forma desordenada ao passar de uma página para a seguinte. Por exemplo, saltava da pag 10 para a 60. Mas nada que ofuscasse o conteúdo do livro. Recomendo para todos. 
"
795,positivo,"Livro que te espanta pelo título mas com conteúdo irretocável. O livro te faz pensar sobre seus hábitos de convívio, liderança etc de uma maneira bem prática e atual, apesar de ter sido escrito há um bom tempo. São pequenas ""dicas"" que ajudam a construir uma imagem melhor. Enriquecedor! 
"
796,positivo,"É um clássico. Dicas essenciais para você lidar melhor com as pessoas, mas de forma natural, sem apelar para ""manipulação"". Recomendo a leitura principalmente para aquelas pessoas muito tímidas, mas que tem muita vontade de ampliar seu circulo social e sabe lidar melhor com as pessoas. 
"
797,positivo,"O livro é muito bom. Pra quem é timido e não consegue desenvolver uma conversa esse livro é  excelente. A entrega foi muito rápida também...
"
798,positivo,"Dale Carnegie sempre me foi recomendado, trabalho hoje com vendas e estou começando a me aventurar no MMN, meu crescimento profissional aumentou ainda mais com as grandes áreas de vendas que venho me aventurando, leia este livro! ele não só te ajuda a construir novos relacionamentos como também te trás a grandes momentos que você pensou... ""- poderia ter feito mais "". aproveitem este material pois te ajudará em todos tipos de relacionamento ! 
"
799,positivo,"Sabe aqueles livros que você começa a aplicar e imediatamente sente que sua vida melhorou? Esse é um deles. O autor mostra profunda percepção da natureza humana, e uma escrita leve, fluida, e os vários exemplos e aplicações tornam o livro divertido e prazeroso de se ler. O efeito é imediato, e as mudanças na vida pessoal, profissional e familiar são gritantes. Um dos melhores que eu já li. Super recomendo. 
"
